id,uri,prefLabel,altLabel,definition,broader,narrower,isTopConcept
P66-J50RFJJP-M,http://data.loterre.fr/ark:/67375/P66-B1TWZGXG-D/?idc=P66-J50RFJJP-M&idt=th933,stimulation magnétique transcrânienne,SMT | TMS,"“Non-invasive brain stimulation technique in which electrical pulses discharged through an insulated coil held to the scalp produce a strong, localized magnetic field that can cause neurons to fire in a focused brain region” (Widhalm &amp; Rose, 2019). | « Technique de stimulation cérébrale non invasive dans laquelle des impulsions électriques délivrées par une bobine isolée maintenue sur le scalp produisent un champ magnétique puissant et localisé qui peut provoquer la décharge de neurones dans une région précise du cerveau. » (Widhalm &amp; Rose, 2019).",méthode neurophysiologique,repetitive transcranial magnetic stimulation,False
P66-JQ26JGB6-D,http://data.loterre.fr/ark:/67375/P66-B1TWZGXG-D/?idc=P66-JQ26JGB6-D&idt=th933,programme de renforcement,reinforcement schedule,"“A reinforcement schedule is any procedure that delivers a reinforcer to an organism according to some well-deﬁned rule.“ (Staddon &amp; Cerutti, 2003, p. 116). | « Un programme de renforcement est une procédure qui délivre un renforcement à un organisme selon une règle bien déﬁnie. » (Staddon &amp; Cerutti, 2003, p. 116).",méthode objective d'étude de la mémoire,intermittent schedule of reinforcement | continuous schedule of reinforcement,False
P66-PW60KCQL-2,http://data.loterre.fr/ark:/67375/P66-B1TWZGXG-D/?idc=P66-PW60KCQL-2&idt=th933,entretien,entrevue | interview,A formal conversation to collect specific information from an individual. | Conversation formelle destinée à recueillir des informations précises auprès d'une personne.,méthode objective d'étude de la mémoire,Autobiographical Interview | entretien d’enquête | Autobiographical Memory Interview,False
P66-XGBBZDMP-G,http://data.loterre.fr/ark:/67375/P66-B1TWZGXG-D/?idc=P66-XGBBZDMP-G&idt=th933,Stroop test,color-word Stroop paradigm | color-word Stroop task | effet Jaensch | Jaensch effect | paradigme de Stroop | Stroop Color and Word Test | Stroop color–word interference test | Stroop paradigm | Stroop task | tâche de Stroop,"A method for studying the cognitive interference that occurs when subjects are asked to name the color of the ink with which words are written that themselves denoting a different color (translated and adapted from Augustinova et al., 2016, p. 46). | Méthode d’étude de l’interférence cognitive qui survient quand les sujets doivent nommer la couleur de l’encre avec laquelle sont écrits des mots désignant eux-mêmes une couleur différente (adapté de Augustinova et al., 2016, p. 46).",méthode objective d'étude de la mémoire,associative memory Stroop task | memory Stroop paradigm,False
P66-ZC2P7ZSV-6,http://data.loterre.fr/ark:/67375/P66-B1TWZGXG-D/?idc=P66-ZC2P7ZSV-6&idt=th933,n-back task,n-back lag task,"""In the n-back task, individuals are asked to report whether or not the item currently presented matches the item that had been presented n items back."" (Redick et Lindsey, 2013, p. 1103). | On présente des stimuli successifs au sujet (par exemple, M A V B) qui doit répondre quand un stimulus (par exemple, V) a déjà été présenté n positions auparavant (par exemple, 2 essais auparavant).",méthode objective d'étude de la mémoire,paradigme de la référence précédente,False
P66-HQM4N2ZZ-M,http://data.loterre.fr/ark:/67375/P66-B1TWZGXG-D/?idc=P66-HQM4N2ZZ-M&idt=th933,questionnaire d'autoévaluation,questionnaire auto-administré | questionnaire d'auto-administration | questionnaires auto-administrés | questionnaires d'auto-administration,A set of standardized questions asking subjects to subjectively evaluate their memory. | Ensemble de questions standardisées demandant aux sujets d'évaluer subjectivement leur mémoire.,méthode subjective d'étude de la mémoire,Metamemory in Adulthood Questionnaire | Cognitive Failures Questionnaire | Prospective and Retrospective Memory Questionnaire | Questionnaire subjectif de mémoire de Squire | Questionnaire de mémoire de travail | Centrality of Event Scale | Comprehensive Assessment of Prospective Memory | Échelle de métamémoire des témoins oculaires | Questionnaire de mémoire subjectif | Questionnaire de plaintes mnésiques subjectives | Multifactorial Memory Questionnaire | Test épisodique de mémoire du passé autobiographique | Prospective Memory Questionnaire | Autobiographical Recollection Test | Échelle de plaintes mnésiques subjective | Prospective Memory Concerns Questionnaire | Questionnaire de vivacité de l’imagerie visuelle | Échelle des fonctions de la réminiscence | Questionnaire de réflexions sur les expériences de vie | bilan de mémoire autobiographique | Échelle d’intensité de la plainte mnésique | Échelle de fréquence de l’oubli-10 | Memory Experiences Questionnaire | Cognitive Difficulties Scale | Everyday Memory Questionnaire | Cognitive Failures Questionnaire Daily | Memory Characteristics Questionnaire | 20-item prosopagnosia index | Memory Self-Efficacy Questionnaire | Échelle de reconnaissance des visages de Stirling | Autographical Memory Characteristics Questionnaire | Échelle de méfiance à l’égard des souvenirs,False
P66-R9C47FSL-5,http://data.loterre.fr/ark:/67375/P66-B1TWZGXG-D/?idc=P66-R9C47FSL-5&idt=th933,declarative memory,souvenir déclaratif,"Long-term memory system that stores ""know that"" information that can be verbalized, conscientiously accessed, and easily modified. | Système de la mémoire à long terme conservant des informations du type « savoir que », verbalisables, accessibles à la conscience, facilement modifiables.",long-term memory,autobiographical memory | episodic memory | mémoire sémantique | personal semantics,False
P66-DZ76M0DF-8,http://data.loterre.fr/ark:/67375/P66-B1TWZGXG-D/?idc=P66-DZ76M0DF-8&idt=th933,calepin visuo-spatial,mémoire de travail visuo-spatiale | visuo-spatial scratchpad | VSSP,A subsystem of working memory in Baddeley's (1986) model for temporarily storing and manipulating visual and spatial information. | Sous-système de la mémoire de travail dans le modèle de Baddeley (1986) dédié au stockage temporaire et à la manipulation des informations visuelles et spatiales.,mémoire visuelle | mémoire de travail | mémoire spatiale,inner scribe | cache visuel,False
P66-XNPMCKS4-S,http://data.loterre.fr/ark:/67375/P66-B1TWZGXG-D/?idc=P66-XNPMCKS4-S&idt=th933,declarative metamemory,connaissances métamnésiques | metamemory knowledge,Knowledge people can verbalize about memory in general and about their own memory in particular. | Connaissances verbalisables qu'une personne possède sur la mémoire en général et sur sa propre mémoire en particulier.,métamémoire,memory distrust syndrome | memory complaint | memory self-efficacy,False
P66-VS0Q3F43-7,http://data.loterre.fr/ark:/67375/P66-B1TWZGXG-D/?idc=P66-VS0Q3F43-7&idt=th933,organisation,organizational strategy,A strategy for structuring the material to be learned or retrieved. | Stratégie de structuration du matériel à mémoriser ou à récupérer.,internal strategy,catégorisation | chunking | organisation subjective,False
P66-CXXQ0BLH-5,http://data.loterre.fr/ark:/67375/P66-B1TWZGXG-D/?idc=P66-CXXQ0BLH-5&idt=th933,Autobiographical Interview,interview autobiographique,Interview to assess episodic and semantic aspects of autobiographical memories. | Entretien pour évaluer les aspects épisodiques et sémantiques des souvenirs autobiographiques.,entretien,Adapted Autobiographical Interview,False
P66-B5GMR3B8-H,http://data.loterre.fr/ark:/67375/P66-B1TWZGXG-D/?idc=P66-B5GMR3B8-H&idt=th933,neuron,cellule nerveuse | nerve cell,"""Neurons are the principal cellular elements that underlie the function of the nervous system including the brain, spinal cord, peripheral sensory systems and enteric (gut) nervous system."" (Llinas, 2008). | « Les neurones sont les principaux éléments cellulaires qui sous-tendent le fonctionnement du système nerveux, notamment le cerveau, la moelle épinière, les systèmes sensoriels périphériques et le système nerveux entérique (intestin). » (Llinas, 2008).",cell,cellule de lieu | cellule d'engramme | cellule de grille | cellule de temps | cellule de concept,False
P66-V5SJ3TZS-D,http://data.loterre.fr/ark:/67375/P66-B1TWZGXG-D/?idc=P66-V5SJ3TZS-D&idt=th933,linear ballistic accumulator model,ABL | LBA | LBA,A mathematical model in which decision-making is based on linear and independent accumulators of evidence for each possible response until a decision threshold is reached in favor of one of them. | Modèle mathématique selon lequel la prise de décision repose sur des accumulateurs de preuves linéaires et indépendants pour chaque réponse possible jusqu'à ce qu'un seuil de décision soit atteint en faveur de l'une d'elles.,modèle de course,Modèle du contrôle de décision de la mémoire prospective,False
P66-LFS6BB48-D,http://data.loterre.fr/ark:/67375/P66-B1TWZGXG-D/?idc=P66-LFS6BB48-D&idt=th933,interval schedule of reinforcement,interval reinforcement schedule,A schedule of reinforcement in which reinforcement is delivered to a behavior after a certain time interval. | Programme de renforcement dans lequel le renforcement est délivré à un comportement après un certain intervalle de temps.,intermittent schedule of reinforcement,programme de renforcement à intervalle variable | fixed interval schedule of reinforcement,False
P66-G5BCPP16-S,http://data.loterre.fr/ark:/67375/P66-B1TWZGXG-D/?idc=P66-G5BCPP16-S&idt=th933,Corsi task,Corsi block tapping test | Corsi block task | Corsi test | tâche de Corsi | test de Corsi,"Corsi's test (1972) is an example of a spatial span task. Nine cubes are presented to the subject. The experimenter points to the cubes with increasingly longer sequences (2-8 positions). The subject's task is to immediately reproduce the sequence in the same or reversed order. After two failures in a series of the same level, the test is stopped. | L'épreuve de Corsi (1972) est un exemple de tâche d'empan spatial. On présente au sujet neuf cubes que l'expérimentateur pointe selon des séries de plus en plus longues (de 2 à 8 positions). La tâche du sujet est de reproduire immédiatement le pointage dans le même ordre ou l'ordre inverse. Après deux échecs sur une série de même niveau, on arrête le test.",spatial span task | simple span task,Test de marche de Corsi,False
P66-BB0VLCL8-0,http://data.loterre.fr/ark:/67375/P66-B1TWZGXG-D/?idc=P66-BB0VLCL8-0&idt=th933,iconic memory,magasin visuel précatégoriel | mémoire sensorielle visuelle | persistance visuelle | precategorical visual store | visual persistence | visual sensory memory,Sensory memory for visual information. | Mémoire sensorielle spécialisée dans les informations visuelles.,mémoire visuelle | mémoire sensorielle,persistance visible | informational persistence,False
P66-GLDMMHP5-S,http://data.loterre.fr/ark:/67375/P66-B1TWZGXG-D/?idc=P66-GLDMMHP5-S&idt=th933,programme de renforcement à rapport,programme à rapport | programme de renforcement fractionné | ratio reinforcement schedule,"Schedules of reinforcement that ""condition the reward of a response on the prior delivery of a number of unrewarded responses."" (Blancheteau, 1995, p. 68). | Programmes de renforcement qui « subordonnent la récompense d’une réponse à l’émission préalable d’un certain nombre de réponses non récompensées. » (Blancheteau, 1995, p. 68).",intermittent schedule of reinforcement,programme de renforcement à rapport variable | fixed ratio schedule of reinforcement,False
P66-MZWBHS67-5,http://data.loterre.fr/ark:/67375/P66-B1TWZGXG-D/?idc=P66-MZWBHS67-5&idt=th933,intermittent schedule of reinforcement,intermittent reinforcement schedule | partial reinforcement schedule | partial schedule of reinforcement | programme de renforcement partiel,"Reinforcement schedules that reinforce only some of the responses given by the subject (Doré &amp; Mercier, 1993, p. 195). | Programmes de renforcement qui ne renforcent qu'une partie des réponses émises par le sujet (Doré &amp; Mercier, 1993, p. 195).",programme de renforcement,programme de renforcement à rapport | interval schedule of reinforcement,False
P66-PD4X3GW4-9,http://data.loterre.fr/ark:/67375/P66-B1TWZGXG-D/?idc=P66-PD4X3GW4-9&idt=th933,prosopagnosia,agnosia for face | agnosie de reconnaissance des visages | agnosie des visages | cécité aux visages | face blindness | facial recognition agnosia,"""Prosopagnosia means inability to recognize faces, the term deriving from the Greek prosopon (face) and gnosis (knowledge), and refers to a condition that was first observed as a consequence of brain lesions (acquired prosopagnosia). The term is also used to refer to a graded but clearly disproportionate difficulty to recognize faces in the absence of a neurological damage (developmental prosopagnosia)."" (Lahiri, 2020, p. 479). | « La prosopagnosie signifie l'incapacité à reconnaître les visages, le terme dérivant du grec prosopon (visage) et gnosis (connaissance), et désigne une affection qui a été observée pour la première fois à la suite de lésions cérébrales (prosopagnosie acquise). Le terme est également utilisé pour désigner une difficulté graduelle mais clairement disproportionnée à reconnaître les visages en l'absence d'une lésion neurologique (prosopagnosie développementale). » (Lahiri, 2020, p. 479).",agnosia,acquired prosopagnosia | developmental prosopagnosia,False
P66-T5S0J7M3-V,http://data.loterre.fr/ark:/67375/P66-B1TWZGXG-D/?idc=P66-T5S0J7M3-V&idt=th933,false memory implantation paradigm,false memory implantation method | false memory implantation technique | familial-informant false narrative paradigm | familial-informant false narrative procedure | lost in the mall paradigm | lost in the mall technique | méthode d'implantation d'un faux souvenir | paradigme du faux récit familial informatif | paradigme « Perdu dans un centre commercial » | procédure du faux récit familial informatif | technique « Perdu dans un centre commercial »,"An experimental paradigm for implanting a false memory of a complete autobiographical event. The general principle of the method is to interview participants several times about an event they have not experienced (for example, being lost in a mall as a child, in the experiment by Loftus &amp; Pickrell, 1995). At the end of the interviews, the researchers assess whether the subjects have formed a false memory of the fictitious event. | Paradigme expérimental permettant d'implanter le faux souvenir d'un évènement autobiographique complet. Le principe général de la méthode consiste à interroger les participants à plusieurs reprises à propos d’un événement qu’ils n’ont pas vécu (par exemple, s’être perdu dans un centre commercial étant enfant, dans l’expérience de Loftus &amp; Pickrell, 1995). À l’issue des entretiens, les chercheurs évaluent si les sujets ont formé un faux souvenir de l’événement fictif.",misinformation paradigm,blind implantation method,False
P66-J5TWXW3H-Q,http://data.loterre.fr/ark:/67375/P66-B1TWZGXG-D/?idc=P66-J5TWXW3H-Q&idt=th933,spatial span task,spatial span test | test d'empan spatial,Span task for measuring the capacity of spatial short-term memory or visuo-spatial working memory. | Tâche d'empan pour mesurer la capacité de la mémoire à court terme spatiale ou de la mémoire de travail visuo-spatiale.,span task,rotation letter task | Corsi task | symmetry span task,False
P66-QG77SB43-1,http://data.loterre.fr/ark:/67375/P66-B1TWZGXG-D/?idc=P66-QG77SB43-1&idt=th933,autorépétition,autorépétition mentale | autorépétition subvocale | répétition mentale | révision mentale | subvocal rehearsal | subvocal repetition,Mental rehearsal mechanism to retain information in short-term memory (or in working memory). | Mécanisme de répétition mentale permettant de conserver les informations en mémoire à court terme (ou en mémoire de travail).,internal strategy,maintenance rehearsal | elaborative rehearsal,False
P66-L68X900F-H,http://data.loterre.fr/ark:/67375/P66-B1TWZGXG-D/?idc=P66-L68X900F-H&idt=th933,Test de marche de Corsi,WalCT,Adaptation of the Corsi test for the study of topographic working memory. The subject is asked to reproduce a path by sequentially walking along a series of squares on the ground. | Adaptation du test de Corsi pour étudier la mémoire de travail topographique. Le sujet doit reproduire un trajet en suivant dans l’ordre une série de carrés sur le sol.,Corsi task,Test de marche de Corsi en réalité virtuelle,False
P66-GWXM150S-5,http://data.loterre.fr/ark:/67375/P66-B1TWZGXG-D/?idc=P66-GWXM150S-5&idt=th933,entretien d’enquête,audition de la victime | audition du témoin | entretien auprès de la victime | entretien auprès du témoin | entretien d’investigation | entrevue auprès de la victime | entrevue auprès du témoin | entrevue avec la victime | entrevue avec le témoin | entrevue d’enquête | entrevue d’investigation | forensic interview | forensic interviewing | interrogation | interrogatoire | investigative interviewing | procédure d’audition,"""Investigative interviewing involves the systematic questioning of individuals for the purpose of collecting detailed and accurate accounts of a situation or event that supports a broader investigative conclusion"" (Meissner, 2021, p. 322). | « L’entretien d'enquête consiste à interroger systématiquement des personnes dans le but de recueillir des récits détaillés et précis d'une situation ou d'un événement, afin d'étayer une conclusion d'enquête plus large » (Meissner, 2021, p. 322).",entretien,entretien auto-administré© | cognitive interview | technique de la frise temporelle | demonstration for more detail technique | Entretien de description des personnes | NICHD protocol | Achieving Best Evidence interview | Modèle d’entretien PEACE,False
P66-SPM91ZX4-V,http://data.loterre.fr/ark:/67375/P66-B1TWZGXG-D/?idc=P66-SPM91ZX4-V&idt=th933,simultaneous police lineup,parade d'identification simultanée | séance d'identification simultanée | simultaneous line-up | simultaneous lineup | tapissage de police simultané,Police line-up procedure in which the members of the parade (suspect and fillers) are presented at the same time to the witness or victim. | Procédure de tapissage de police dans laquelle les membres de la parade (suspect et figurants innocents) sont présentés en même temps au témoin ou à la victime.,police lineup,elimination lineup,False
P66-NZHW7BGR-8,http://data.loterre.fr/ark:/67375/P66-B1TWZGXG-D/?idc=P66-NZHW7BGR-8&idt=th933,external strategy,aide externe | external aid,"A strategy that « involve the use of tangible, physical aids external to the person, such as making lists, writing on a calendar, and putting an item in a special place » (Intons-Peterson et Fournier, 1986, p. 267). | Stratégie qui « implique l'utilisation d'aides tangibles, physiques, extérieures à la personne, comme faire des listes, écrire sur un calendrier, mettre un objet dans un endroit spécial » (Intons-Peterson et Fournier, 1986, p. 267).",stratégie,cognitive offloading,False
PSR-B373Q2P1-V,http://data.loterre.fr/ark:/67375/PSR-J9ZL1KM4-H/?idc=PSR-B373Q2P1-V&idt=th932,combinatoire,analyse combinatoire,"Combinatorics is an area of mathematics primarily concerned with counting, both as a means and an end in obtaining results, and certain properties of finite structures. It is closely related to many other areas of mathematics and has many applications ranging from logic to statistical physics and from evolutionary biology to computer science.  <br/>(Wikipedia, The Free Encyclopedia, <a href=""https://en.wikipedia.org/wiki/Combinatorics"">https://en.wikipedia.org/wiki/Combinatorics</a>) | En mathématiques, la combinatoire, appelée aussi analyse combinatoire, étudie les configurations de collections finies d'objets ou les combinaisons d'ensembles finis, et les dénombrements.  <br/>(Wikipedia, L'Encylopédie Libre, <a href=""https://fr.wikipedia.org/wiki/Combinatoire"">https://fr.wikipedia.org/wiki/Combinatoire</a>)",analyse mathématique | algebra,arrangement | integer partition | permutation | generating function | combinaison | binomial coefficient | Bernoulli number | Langford sequence | conjecture des familles stables par unions | treillis de Young-Fibonacci | calcul ombral | algebraic combinatorics | Bell number | constante du modèle de glace carré de Lieb | inégalité de Lubell-Yamamoto-Meshalkin | identité de Vandermonde | Euler number | Legendre polynomial | Motzkin number | Schur's theorem | hyperfactorial | finite geometry | graphe de Levi | factorial | identité hypergéométrique | q-analog,False
PSR-JKTGLRLQ-P,http://data.loterre.fr/ark:/67375/PSR-J9ZL1KM4-H/?idc=PSR-JKTGLRLQ-P&idt=th932,abstract algebra,algèbre abstraite | modern algebra,"In mathematics, more specifically algebra, abstract algebra or modern algebra is the study of algebraic structures. Algebraic structures include groups, rings, fields, modules, vector spaces, lattices, and algebras over a field. The term abstract algebra was coined in the early 20th century to distinguish it from older parts of algebra, and more specifically from elementary algebra, the use of variables to represent numbers in computation and reasoning. Presently, the term ""abstract algebra"" is typically used for naming courses in mathematical education, and is rarely used in advanced mathematics.  <br/>(Wikipedia, The Free Encyclopedia, <a href=""https://en.wikipedia.org/wiki/Abstract_algebra"">https://en.wikipedia.org/wiki/Abstract_algebra</a>) | L'algèbre générale, ou algèbre abstraite, est la branche des mathématiques qui porte principalement sur l'étude des structures algébriques et de leurs relations. L'appellation algèbre générale s'oppose à celle d'algèbre élémentaire ; cette dernière enseigne le calcul algébrique, c'est-à-dire les règles de manipulation des formules et des expressions algébriques.  <br/>(Wikipedia, L'Encylopédie Libre, <a href=""https://fr.wikipedia.org/wiki/Alg%C3%A8bre_g%C3%A9n%C3%A9rale"">https://fr.wikipedia.org/wiki/Alg%C3%A8bre_g%C3%A9n%C3%A9rale</a>)",algebra,algebraic structure | morphism,False
PSR-W96QGKZX-0,http://data.loterre.fr/ark:/67375/PSR-J9ZL1KM4-H/?idc=PSR-W96QGKZX-0&idt=th932,algèbre élémentaire,algèbre classique,"Elementary algebra, also known as high school algebra or college algebra, encompasses the basic concepts of algebra. It is often contrasted with arithmetic: arithmetic deals with specified numbers, whilst algebra introduces variables (quantities without fixed values). This use of variables entails use of algebraic notation and an understanding of the general rules of the operations introduced in arithmetic. Unlike abstract algebra, elementary algebra is not concerned with algebraic structures outside the realm of real and complex numbers.  <br/>(Wikipedia, The Free Encyclopedia, <a href=""https://en.wikipedia.org/wiki/Elementary_algebra"">https://en.wikipedia.org/wiki/Elementary_algebra</a>) | L'algèbre élémentaire, également appelée algèbre classique est la branche des mathématiques dont l'objet est l'étude des opérations algébriques (addition, multiplication, soustraction, division et extraction de racine) sur les nombres réels ou complexes, et dont l'objectif principal est la résolution d'équations polynomiales.Le qualificatif d'élémentaire (ou classique) est destiné à la différencier de l'algèbre générale (ou moderne), qui étudie les structures algébriques (groupes, corps commutatifs, etc.) généralisant les notions de nombre et d'opération. Elle se différencie également de l'arithmétique élémentaire par l'usage de lettres pour représenter les nombres inconnus.  <br/>(Wikipedia, L'Encylopédie Libre, <a href=""https://fr.wikipedia.org/wiki/Alg%C3%A8bre_classique"">https://fr.wikipedia.org/wiki/Alg%C3%A8bre_classique</a>)",algebra,operation | coefficient constant | origin | binomial theorem | équation du second degré | cubic equation | zéro d'une fonction | équation du premier degré | fonction périodique | expression | curve sketching | conjugate | équation linéaire | décomposition en éléments simples | changement de variables | identité | inégalité | ordonnée à l'origine | pente | algebraic fraction,False
PSR-L1L0WF59-4,http://data.loterre.fr/ark:/67375/PSR-J9ZL1KM4-H/?idc=PSR-L1L0WF59-4&idt=th932,corps commutatif,champ | corps,"In mathematics, a field is a set on which addition, subtraction, multiplication, and division are defined and behave as the corresponding operations on rational and real numbers do. A field is thus a fundamental algebraic structure which is widely used in algebra, number theory, and many other areas of mathematics. The best known fields are the field of rational numbers, the field of real numbers and the field of complex numbers. Many other fields, such as fields of rational functions, algebraic function fields, algebraic number fields, and p-adic fields are commonly used and studied in mathematics, particularly in number theory and algebraic geometry. Most cryptographic protocols rely on finite fields, i.e., fields with finitely many elements.  <br/>(Wikipedia, The Free Encyclopedia, <a href=""https://en.wikipedia.org/wiki/Field_(mathematics)"">https://en.wikipedia.org/wiki/Field_(mathematics)</a>) | En mathématiques, un corps commutatif (parfois simplement appelé corps, voir plus bas, ou parfois appelé champ) est une des structures algébriques fondamentales de l'algèbre générale. C'est un ensemble muni de deux opérations binaires rendant possibles les additions, soustractions, multiplications et divisions. Plus précisément, un corps commutatif est un anneau commutatif dans lequel l'ensemble des éléments non nuls est un groupe commutatif pour la multiplication. Selon la définition choisie d'un corps qui diffère selon les auteurs (la commutativité de la multiplication n'est pas toujours imposée), soit les corps commutatifs sont des cas particuliers de corps (dans le cas où la commutativité n'est pas imposée), soit la dénomination corps commutatif est un pléonasme qui désigne simplement un corps (dans le cas où elle l'est).  <br/>(Wikipedia, L'Encylopédie Libre, <a href=""https://fr.wikipedia.org/wiki/Corps_commutatif"">https://fr.wikipedia.org/wiki/Corps_commutatif</a>)",algebraic structure,extension de corps | conjectures de Stark | corps résiduel | Galois theory | rang de Tsen | corps quadratiquement clos | corps quasi-fini | corps quasi-algébriquement clos | niveau d'un corps | corps totalement réel | nombre de Pythagore | corps ordonné | corps des fractions | corps fini | corps local | corps pythagoricien,False
PSR-Q2R593CF-Z,http://data.loterre.fr/ark:/67375/PSR-J9ZL1KM4-H/?idc=PSR-Q2R593CF-Z&idt=th932,analytic geometry,Cartesian geometry | coordinate geometry,"In mathematics, analytic geometry, also known as coordinate geometry or Cartesian geometry, is the study of geometry using a coordinate system. This contrasts with synthetic geometry. Analytic geometry is used in physics and engineering, and also in aviation, rocketry, space science, and spaceflight. It is the foundation of most modern fields of geometry, including algebraic, differential, discrete and computational geometry.  <br/>(Wikipedia, The Free Encyclopedia, <a href=""https://en.wikipedia.org/wiki/Analytic_geometry"">https://en.wikipedia.org/wiki/Analytic_geometry</a>) | La géométrie analytique est une approche de la géométrie dans laquelle les objets sont décrits par des équations ou des inéquations à l'aide d'un système de coordonnées. Elle est fondamentale pour la physique et l'infographie. En géométrie analytique, le choix d'un repère est indispensable. Tous les objets seront décrits relativement à ce repère.  <br/>(Wikipedia, L'Encylopédie Libre, <a href=""https://fr.wikipedia.org/wiki/G%C3%A9om%C3%A9trie_analytique"">https://fr.wikipedia.org/wiki/G%C3%A9om%C3%A9trie_analytique</a>",géométrie,inflection point | surface | coordinate system | cosinus directeur | asymptote | isoperimetric inequality | tangente à une courbe | eccentricity | pente | contenu de Minkowski,False
PSR-GKWK9C3G-P,http://data.loterre.fr/ark:/67375/PSR-J9ZL1KM4-H/?idc=PSR-GKWK9C3G-P&idt=th932,Euclidean geometry,elementary geometry | géométrie élémentaire | géométrie plane | plane geometry,"Euclidean geometry is a mathematical system attributed to ancient Greek mathematician Euclid, which he described in his textbook on geometry, Elements. Euclid's approach consists in assuming a small set of intuitively appealing axioms (postulates) and deducing many other propositions (theorems) from these. Although many of Euclid's results had been stated earlier, Euclid was the first to organize these propositions into a logical system in which each result is proved from axioms and previously proved theorems.  <br/>(Wikipedia, The Free Encyclopedia, <a href=""https://en.wikipedia.org/wiki/Euclidean_geometry"">https://en.wikipedia.org/wiki/Euclidean_geometry</a>) | La géométrie euclidienne commence avec les Éléments d'Euclide, qui est à la fois une somme des connaissances géométriques de l'époque et une tentative de formalisation mathématique de ces connaissances. Les notions de droite, de plan, de longueur, d'aire y sont exposées et forment le support des cours de géométrie élémentaire. La conception de la géométrie est intimement liée à la vision de l'espace physique ambiant au sens classique du terme.  <br/>(Wikipedia, L'Encylopédie Libre, <a href=""https://fr.wikipedia.org/wiki/G%C3%A9om%C3%A9trie_euclidienne"">https://fr.wikipedia.org/wiki/G%C3%A9om%C3%A9trie_euclidienne</a>)",géométrie,droite d'Euler | Jung's theorem | Steiner-Lehmus theorem | cercle de Tucker | parallel | Carnot's theorem | axiome d'Euclide | surface | Barbier's theorem | Cauchy-Schwarz inequality | cathète | perimeter | Kosnita's theorem | congruence géométrique | six circles theorem | similar triangles | trigonométrie | Euler's theorem in geometry | Pythagorean theorem | Stewart's theorem | demi-espace | cevian | hypotenuse | Napoleon's theorem | Monge's theorem | Holditch's theorem | Miquel's theorem | lieu géométrique | division harmonique | root system | integer lattice | Terquem's theorem | point | intercept theorem | annulus | génératrice | théorème de Viviani | axiomes de Hilbert | Fagnano's problem | courbe plane | Ceva's theorem | aire | Pappus's centroid theorem | Morley's trisector theorem | cercles de Johnson | Ptolemy's theorem | Menelaus's theorem,False
PSR-C4BXTZC6-H,http://data.loterre.fr/ark:/67375/PSR-J9ZL1KM4-H/?idc=PSR-C4BXTZC6-H&idt=th932,figure géométrique,forme géométrique | geometric shape,"A geometric shape consists of the geometric information which remains when location, scale, orientation and reflection are removed from the description of a geometric object. That is, the result of moving a shape around, enlarging it, rotating it, or reflecting it in a mirror is the same shape as the original, and not a distinct shape.  <br/>(Wikipedia, The Free Encyclopedia, <a href=""https://en.wikipedia.org/wiki/Shape#In_geometry"">https://en.wikipedia.org/wiki/Shape#In_geometry</a>) | En mathématiques, une figure est un ensemble de points du plan ou de l’espace. Il s’agit en général d’un ensemble infini mais décrit par la donnée d’un nombre fini de points et de segments délimitant des portions de plan (comme les polygones et le bord de polyèdres), par des équations reliant distances et angles (comme le cercle et les coniques), ou à partir de leurs coordonnées dans un repère, voire comme la limite d’un processus (déterministe ou aléatoire) comme dans le cas des fractales.  <br/>(Wikipedia, L'Encylopédie Libre, <a href=""https://fr.wikipedia.org/wiki/Figure_(g%C3%A9om%C3%A9trie)"">https://fr.wikipedia.org/wiki/Figure_(g%C3%A9om%C3%A9trie)</a>)",géométrie,oloid | helicoid | polygon | lens | conic section | cône convexe | cylindre sphérique | hélice | Clifford torus | arbelos | multifractale | astroid | squircle | conoid | quadric | cycloid | point | sphericon | disk | solide de révolution | fractal | polyèdre | génératrice | folium de Descartes | surface de révolution | catenoid | croix | catenary | plan | Gabriel's horn | polytope | droite,False
